Fake Student Identifier,Gender,Age at Semester Start,Domestic / international status,Mode of Study,Semester,Fake UoS Identifier,UoS Mark,UoS changes before Week 1,UoS changes before Week 2,UoS changes before census date,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
502,F,19-21,Domestic,Full Time,2,UNIT D,68,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1250,F,19-21,Domestic,Full Time,1,UNIT B,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,M,19-21,International,Full Time,1,UNIT A,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2330,M,19-21,International,Full Time,2,UNIT J,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,F,19-21,International,Full Time,2,UNIT F,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,F,19-21,Domestic,Full Time,1,UNIT B,70,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1460,M,18 and under,International,Full Time,1,UNIT A,58,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2310,M,22-25,International,Full Time,2,UNIT A,71,2,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1448,M,19-21,Domestic,Full Time,2,UNIT G,66,14,14,14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2790,F,19-21,Domestic,Full Time,2,UNIT J,75,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,M,19-21,Domestic,Full Time,1,UNIT H,56,6,10,16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1507,F,19-21,International,Full Time,2,UNIT J,8,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1342,M,19-21,International,Full Time,2,UNIT A,56,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3084,F,19-21,International,Full Time,1,UNIT K,75,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1872,M,19-21,International,Full Time,1,UNIT I,73,0,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
490,M,19-21,International,Full Time,1,UNIT I,76,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3420,F,19-21,Domestic,Full Time,1,UNIT A,53,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2425,M,19-21,International,Full Time,2,UNIT J,69,18,18,18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3002,F,19-21,International,Full Time,1,UNIT I,62,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,F,19-21,Domestic,Full Time,2,UNIT D,80,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
938,M,19-21,Domestic,Full Time,2,UNIT N,80,8,8,8,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
276,F,19-21,Domestic,Full Time,2,UNIT J,60,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3559,F,19-21,Domestic,Full Time,2,UNIT B,72,8,8,8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
340,M,19-21,Domestic,Full Time,1,UNIT O,56,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2504,F,19-21,Domestic,Full Time,2,UNIT A,76,18,22,22,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
4212,M,19-21,Domestic,Full Time,1,UNIT O,81,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2384,F,19-21,Domestic,Full Time,1,UNIT I,26,6,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2996,F,19-21,Domestic,Full Time,2,UNIT F,71,16,18,18,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
1922,M,19-21,Domestic,Full Time,1,UNIT A,75,4,4,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,F,18 and under,Domestic,Full Time,2,UNIT J,65,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1715,M,19-21,Domestic,Full Time,1,UNIT O,32,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,M,19-21,Domestic,Full Time,1,UNIT M,85,22,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1744,M,18 and under,Domestic,Full Time,1,UNIT A,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4119,M,19-21,International,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3507,F,19-21,Domestic,Full Time,2,UNIT J,50,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1020,M,19-21,Domestic,Full Time,1,UNIT C,53,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
907,M,19-21,Domestic,Full Time,1,UNIT I,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2788,M,19-21,Domestic,Full Time,2,UNIT D,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,F,19-21,International,Full Time,2,UNIT G,61,10,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3073,M,19-21,International,Full Time,2,UNIT D,70,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4211,M,19-21,Domestic,Full Time,2,UNIT J,76,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1007,M,19-21,Domestic,Full Time,2,UNIT G,69,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2550,M,18 and under,International,Full Time,2,UNIT J,39,32,40,40,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1989,M,19-21,International,Full Time,1,UNIT I,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2413,F,19-21,Domestic,Full Time,1,UNIT I,50,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1282,M,18 and under,International,Full Time,2,UNIT D,62,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,F,19-21,Domestic,Full Time,1,UNIT I,74,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
928,F,19-21,International,Full Time,1,UNIT I,9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
202,M,Over 25,Domestic,Full Time,1,UNIT K,50,10,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2980,F,19-21,International,Full Time,1,UNIT O,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1288,F,19-21,International,Full Time,2,UNIT J,71,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2521,M,19-21,Domestic,Full Time,1,UNIT A,41,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3793,F,19-21,International,Full Time,1,UNIT I,75,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728,F,19-21,International,Full Time,2,UNIT D,83,22,32,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2115,M,19-21,Domestic,Full Time,2,UNIT D,78,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2889,F,19-21,Domestic,Full Time,2,UNIT G,91,6,6,6,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1572,M,19-21,Domestic,Full Time,2,UNIT D,58,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2677,M,18 and under,Domestic,Full Time,2,UNIT J,81,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3093,M,18 and under,International,Full Time,2,UNIT J,73,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1670,F,19-21,Domestic,Full Time,1,UNIT O,60,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,M,19-21,Domestic,Full Time,2,UNIT D,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2028,F,19-21,Domestic,Full Time,1,UNIT M,90,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,M,22-25,International,Full Time,1,UNIT A,57,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
922,M,22-25,Domestic,Full Time,1,UNIT A,56,6,6,6,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
638,M,19-21,Domestic,Full Time,1,UNIT I,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1920,F,19-21,Domestic,Full Time,2,UNIT D,55,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,M,19-21,International,Full Time,1,UNIT A,40,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,M,19-21,Domestic,Full Time,2,UNIT J,88,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2234,M,19-21,International,Full Time,2,UNIT F,59,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3801,F,18 and under,Domestic,Full Time,1,UNIT I,64,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2177,M,19-21,International,Full Time,2,UNIT D,53,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
896,M,19-21,Domestic,Full Time,2,UNIT J,94,28,30,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
892,M,18 and under,Domestic,Full Time,2,UNIT D,85,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1426,F,19-21,Domestic,Part Time,1,UNIT I,73,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2149,F,19-21,Domestic,Full Time,1,UNIT I,30,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1954,M,19-21,International,Full Time,1,UNIT I,24,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2374,M,19-21,International,Full Time,2,UNIT E,63,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2218,F,19-21,Domestic,Full Time,1,UNIT H,57,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2082,F,19-21,International,Full Time,2,UNIT F,84,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
871,M,19-21,Domestic,Full Time,1,UNIT H,45,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3176,M,19-21,Domestic,Full Time,1,UNIT I,81,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
928,F,19-21,International,Full Time,1,UNIT A,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
2404,F,19-21,Domestic,Full Time,2,UNIT D,83,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4122,F,22-25,International,Full Time,2,UNIT D,56,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2986,F,18 and under,Domestic,Full Time,1,UNIT B,78,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1865,F,19-21,International,Full Time,1,UNIT A,71,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3747,F,19-21,Domestic,Full Time,2,UNIT D,78,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3330,F,18 and under,Domestic,Full Time,2,UNIT J,75,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3930,F,19-21,Domestic,Full Time,1,UNIT O,63,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2517,F,22-25,International,Full Time,1,UNIT A,70,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1339,M,19-21,Domestic,Full Time,1,UNIT A,75,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2032,F,19-21,Domestic,Full Time,2,UNIT G,71,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3971,M,19-21,International,Full Time,1,UNIT I,80,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2262,M,19-21,Domestic,Part Time,1,UNIT O,61,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
3599,F,19-21,International,Full Time,1,UNIT I,35,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4192,M,18 and under,International,Full Time,2,UNIT J,70,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
325,F,19-21,Domestic,Full Time,2,UNIT G,70,20,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3986,F,18 and under,Domestic,Full Time,2,UNIT G,50,14,14,14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2535,F,19-21,Domestic,Full Time,2,UNIT G,28,4,4,10,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
666,M,19-21,Domestic,Full Time,2,UNIT J,81,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,M,19-21,Domestic,Full Time,1,UNIT M,88,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,F,19-21,Domestic,Full Time,2,UNIT F,63,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1532,F,19-21,International,Full Time,1,UNIT I,57,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3177,F,19-21,International,Full Time,2,UNIT J,56,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,F,19-21,Domestic,Full Time,1,UNIT O,54,24,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178,F,19-21,Domestic,Full Time,1,UNIT I,70,10,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,M,19-21,Domestic,Full Time,2,UNIT G,45,8,20,22,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
2351,F,19-21,International,Full Time,2,UNIT A,38,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1271,F,19-21,Domestic,Full Time,2,UNIT F,63,8,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,F,18 and under,Domestic,Full Time,1,UNIT O,36,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3430,F,19-21,International,Full Time,2,UNIT N,61,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,M,19-21,International,Full Time,2,UNIT J,76,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2097,F,19-21,International,Full Time,1,UNIT A,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4041,M,19-21,Domestic,Full Time,2,UNIT G,57,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2205,M,19-21,International,Full Time,2,UNIT N,79,24,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2869,M,19-21,Domestic,Full Time,1,UNIT M,70,0,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2999,F,19-21,Domestic,Full Time,1,UNIT I,62,4,24,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1260,M,19-21,International,Full Time,1,UNIT L,77,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3714,M,18 and under,Domestic,Full Time,2,UNIT D,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,F,19-21,Domestic,Full Time,1,UNIT C,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,F,19-21,Domestic,Full Time,2,UNIT G,72,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3642,M,19-21,Domestic,Full Time,1,UNIT I,77,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2090,M,19-21,Domestic,Full Time,1,UNIT A,83,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1536,M,19-21,Domestic,Full Time,2,UNIT J,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1316,M,22-25,International,Full Time,2,UNIT D,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1722,F,19-21,Domestic,Full Time,1,UNIT I,42,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3940,M,19-21,Domestic,Full Time,2,UNIT J,92,74,76,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4166,F,19-21,International,Full Time,2,UNIT G,82,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1319,F,19-21,Domestic,Full Time,1,UNIT C,67,12,12,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2965,M,19-21,Domestic,Full Time,1,UNIT A,37,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3100,M,18 and under,Domestic,Full Time,2,UNIT J,63,10,10,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2034,F,19-21,International,Full Time,1,UNIT I,60,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
317,M,18 and under,Domestic,Full Time,1,UNIT I,82,18,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3816,F,19-21,Domestic,Full Time,1,UNIT O,55,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,F,19-21,Domestic,Full Time,1,UNIT B,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1226,M,19-21,International,Full Time,1,UNIT A,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1032,F,18 and under,Domestic,Full Time,2,UNIT D,71,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2273,F,19-21,Domestic,Full Time,1,UNIT O,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
967,M,18 and under,Domestic,Full Time,1,UNIT B,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2553,F,19-21,Domestic,Full Time,1,UNIT C,65,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,F,19-21,Domestic,Full Time,2,UNIT F,62,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2745,M,19-21,Domestic,Full Time,2,UNIT J,63,2,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2729,M,19-21,Domestic,Full Time,1,UNIT A,74,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1463,F,19-21,International,Full Time,2,UNIT J,72,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,F,19-21,International,Full Time,2,UNIT B,68,0,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1196,F,19-21,International,Full Time,2,UNIT N,79,0,10,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1275,M,19-21,Domestic,Full Time,2,UNIT D,88,26,26,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,F,19-21,International,Full Time,2,UNIT D,68,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2136,F,22-25,Domestic,Full Time,1,UNIT A,50,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,F,18 and under,Domestic,Full Time,1,UNIT A,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
922,M,22-25,Domestic,Full Time,2,UNIT E,67,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2940,M,19-21,Domestic,Full Time,1,UNIT A,60,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2490,M,18 and under,Domestic,Full Time,1,UNIT H,62,34,40,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075,F,19-21,International,Full Time,1,UNIT A,65,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2505,M,19-21,International,Full Time,1,UNIT A,41,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3629,F,19-21,Domestic,Full Time,1,UNIT O,73,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2960,M,19-21,International,Full Time,2,UNIT J,71,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2700,F,19-21,Domestic,Full Time,1,UNIT A,67,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,F,19-21,Domestic,Full Time,2,UNIT G,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2045,M,19-21,Domestic,Full Time,2,UNIT J,70,8,8,10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1612,F,19-21,International,Full Time,1,UNIT I,46,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5,M,18 and under,Domestic,Full Time,2,UNIT D,62,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3861,M,22-25,International,Full Time,1,UNIT I,39,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3050,M,19-21,Domestic,Full Time,1,UNIT I,70,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2096,F,19-21,International,Full Time,2,UNIT A,63,12,12,14,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
836,F,19-21,International,Full Time,1,UNIT A,54,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2581,F,18 and under,International,Full Time,2,UNIT A,74,14,18,20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
4019,F,19-21,Domestic,Full Time,1,UNIT C,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3890,F,19-21,Domestic,Full Time,2,UNIT J,59,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3707,M,19-21,International,Full Time,1,UNIT B,62,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3327,M,22-25,International,Full Time,2,UNIT G,46,6,6,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3321,M,19-21,International,Full Time,2,UNIT E,56,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,F,19-21,Domestic,Full Time,2,UNIT A,71,10,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,M,19-21,Domestic,Full Time,1,UNIT I,66,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2826,F,19-21,Domestic,Full Time,1,UNIT I,53,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1182,F,19-21,Domestic,Full Time,1,UNIT A,70,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3685,F,18 and under,Domestic,Full Time,1,UNIT B,72,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2365,M,22-25,Domestic,Full Time,2,UNIT J,73,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
3880,M,22-25,International,Full Time,1,UNIT C,66,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3207,M,19-21,International,Full Time,1,UNIT I,86,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,M,19-21,Domestic,Full Time,2,UNIT F,45,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2321,F,18 and under,International,Full Time,2,UNIT A,86,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1288,F,19-21,International,Full Time,2,UNIT D,83,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,M,19-21,Domestic,Full Time,1,UNIT I,68,6,6,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2477,M,19-21,Domestic,Full Time,2,UNIT N,85,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1020,M,19-21,Domestic,Full Time,1,UNIT O,63,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,M,22-25,International,Full Time,1,UNIT A,62,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,F,18 and under,International,Full Time,1,UNIT O,56,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
863,M,18 and under,Domestic,Full Time,2,UNIT G,52,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1282,M,18 and under,International,Full Time,2,UNIT A,68,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3353,F,19-21,Domestic,Full Time,1,UNIT A,75,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2883,F,19-21,International,Full Time,1,UNIT L,71,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2876,F,19-21,Domestic,Full Time,2,UNIT D,80,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,F,19-21,Domestic,Full Time,2,UNIT G,56,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3506,F,18 and under,Domestic,Full Time,2,UNIT G,89,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2140,M,19-21,Domestic,Full Time,1,UNIT K,52,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3432,M,19-21,International,Full Time,1,UNIT A,41,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2272,M,19-21,Domestic,Full Time,2,UNIT G,47,8,8,10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1261,F,19-21,International,Full Time,1,UNIT I,62,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
831,F,19-21,Domestic,Full Time,2,UNIT G,58,24,24,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
826,M,18 and under,Domestic,Full Time,1,UNIT B,91,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2612,M,19-21,International,Full Time,1,UNIT I,35,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2211,M,18 and under,Domestic,Full Time,2,UNIT D,76,14,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3132,F,18 and under,Domestic,Full Time,2,UNIT F,80,16,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,M,19-21,Domestic,Full Time,2,UNIT J,82,24,24,24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3133,F,19-21,International,Full Time,1,UNIT A,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2792,M,19-21,International,Full Time,2,UNIT D,46,2,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1595,M,18 and under,Domestic,Full Time,2,UNIT D,70,10,10,10,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1894,M,19-21,International,Full Time,2,UNIT J,48,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1220,F,18 and under,Domestic,Full Time,1,UNIT I,69,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2763,F,19-21,International,Full Time,1,UNIT L,86,28,30,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,M,19-21,International,Full Time,2,UNIT D,53,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2551,F,18 and under,Domestic,Full Time,1,UNIT I,75,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1825,M,19-21,Domestic,Part Time,2,UNIT J,68,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4042,M,18 and under,International,Full Time,2,UNIT D,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
